Title,Value,CreationDate
BL5-INV098,60965,2021/12/29
BL4-INV137,177872,2021/11/05
BL5-INV118,279955,2022/03/01
BL4-INV144,201120,2022/01/10
BL4-INV134,24704,2022/01/15
BL2-INV030,280669,2022/03/05
BL4-INV077,240051,2021/11/09
BL3-INV163,188059,2021/12/12
BL5-INV096,188472,2021/12/13
BL2-INV186,126901,2021/12/30
BL4-INV147,189202,2021/12/27
BL4-INV148,172488,2022/02/26
BL3-INV151,121839,2022/02/05
BL4-INV136,213614,2022/01/17
BL4-INV077,171253,2022/01/05
BL2-INV030,207292,2022/01/07
BL5-INV126,217173,2022/01/19
BL3-INV059,306877,2022/03/09
BL3-INV162,263935,2022/02/07
BL5-INV114,112230,2021/11/07
BL1-INV017,262370,2022/02/10
BL1-INV009,206859,2022/01/25
BL3-INV056,203869,2022/01/25
BL5-INV112,7192,2022/02/21
BL2-INV037,143827,2022/01/18
BL5-INV097,241361,2021/11/10
BL4-INV079,76671,2021/12/24
BL1-INV021,183566,2022/01/27
BL3-INV159,161735,2021/11/17
BL2-INV171,221537,2022/01/26
BL1-INV191,210059,2022/01/09
BL2-INV045,169684,2022/01/05
BL3-INV166,164096,2021/12/16
BL1-INV014,127645,2021/12/03
BL3-INV151,211001,2021/11/21
BL3-INV157,199548,2022/01/10
BL2-INV180,228339,2022/01/29
BL4-INV136,271655,2022/03/08
BL3-INV166,193501,2021/12/23
BL1-INV009,193826,2021/12/06
BL2-INV174,191546,2021/11/29
BL1-INV196,225533,2022/01/23
BL4-INV075,206452,2021/11/03
BL5-INV113,179056,2021/12/01
BL4-INV139,169776,2021/11/16
BL1-INV009,190742,2021/11/29
BL4-INV135,166070,2021/12/31
BL2-INV183,209047,2022/01/25
BL3-INV049,61668,2022/01/05
BL1-INV008,206641,2021/12/04
BL2-INV188,0,2022/03/12
BL2-INV180,254328,2022/02/17
BL1-INV195,106688,2021/11/08
BL3-INV049,194095,2021/12/10
BL1-INV202,205746,2021/12/24
BL1-INV004,186849,2022/02/13
BL5-INV113,179180,2021/11/05
BL2-INV171,161536,2021/12/31
BL3-INV163,242542,2021/11/09
BL3-INV061,128821,2021/12/30
BL5-INV130,229845,2022/01/25
BL4-INV085,210518,2022/01/08
BL1-INV024,213038,2021/10/31
BL1-INV190,236781,2022/03/11
BL3-INV169,192228,2021/12/11
BL1-INV192,174266,2021/12/09
BL2-INV045,207652,2021/11/21
BL3-INV151,227437,2022/02/12
BL5-INV129,233998,2022/01/23
BL5-INV101,212684,2021/11/25
BL3-INV056,238208,2021/11/10
BL3-INV057,208491,2021/11/21
BL2-INV048,265986,2022/02/14
BL5-INV103,219417,2021/11/01
BL4-INV145,259712,2022/02/09
BL4-INV072,182714,2021/11/23
BL4-INV133,204945,2021/12/13
BL2-INV172,105030,2021/11/08
BL3-INV155,228787,2022/01/22
BL5-INV120,287436,2022/03/05
BL2-INV187,161085,2021/12/15
BL5-INV117,209325,2021/11/03
BL2-INV040,172449,2022/01/04
BL1-INV028,184908,2022/01/01
BL4-INV144,167560,2021/12/05
BL3-INV064,219298,2022/01/26
BL5-INV116,260076,2022/02/16
BL5-INV128,261183,2022/03/02
BL5-INV102,208136,2021/11/21
BL2-INV048,247933,2022/03/03
BL2-INV179,0,2022/03/12
BL3-INV151,216585,2021/11/26
BL1-INV014,87204,2021/12/24
BL4-INV084,83214,2021/11/06
BL3-INV049,215881,2021/11/26
BL4-INV071,196555,2022/01/13
BL4-INV071,174864,2021/11/05
BL3-INV063,217793,2021/11/25
BL2-INV034,215855,2021/11/25
BL1-INV006,145141,2021/11/22
BL5-INV098,260125,2022/02/15
BL2-INV037,203100,2021/11/01
BL1-INV201,154516,2021/11/28
BL5-INV096,178376,2022/02/13
BL2-INV188,259148,2022/02/28
BL2-INV187,246782,2022/03/03
BL5-INV121,195707,2022/02/19
BL1-INV202,202166,2021/12/12
BL5-INV099,126579,2021/12/03
BL4-INV083,274803,2022/02/28
BL5-INV129,228300,2022/01/21
BL3-INV160,217350,2022/01/18
BL3-INV051,257285,2022/02/28
BL2-INV171,192427,2022/01/31
BL1-INV199,215284,2022/01/17
BL1-INV004,210607,2021/11/20
BL2-INV038,115077,2021/12/20
BL4-INV078,270251,2022/02/15
BL5-INV121,88177,2021/12/24
BL4-INV070,328859,2021/12/09
BL3-INV057,95643,2022/01/15
BL3-INV152,215622,2022/01/17
BL1-INV021,284201,2022/02/24
BL4-INV080,174166,2021/12/25
BL4-INV148,168974,2021/12/26
BL4-INV136,190985,2021/12/01
BL1-INV004,317874,2022/03/09
BL2-INV047,177247,2021/12/01
BL2-INV035,188946,2021/12/23
BL5-INV116,179552,2021/12/02
BL2-INV170,177001,2022/02/13
BL1-INV020,296329,2022/03/06
BL1-INV197,180721,2021/12/14
BL4-INV073,185762,2021/12/22
BL3-INV157,293009,2022/03/06
BL5-INV095,195207,2022/01/13
BL5-INV106,257389,2022/02/28
BL5-INV112,238200,2021/11/09
BL4-INV147,200157,2022/01/10
BL1-INV007,295103,2022/03/07
BL4-INV137,248119,2022/03/04
BL3-INV155,246196,2022/02/03
BL3-INV052,228388,2022/02/11
BL2-INV178,233803,2022/03/08
BL5-INV132,208005,2021/11/30
BL5-INV111,225372,2021/11/01
BL1-INV028,195246,2021/12/27
BL5-INV126,244571,2021/11/09
BL4-INV079,200351,2022/01/29
BL2-INV171,248302,2022/03/03
BL4-INV090,233281,2021/11/10
BL4-INV088,237245,2022/02/07
BL2-INV032,206051,2021/11/20
BL5-INV110,252506,2022/02/09
BL5-INV124,188080,2021/11/27
BL1-INV009,201852,2022/02/18
BL4-INV146,195417,2022/02/26
BL1-INV005,219748,2021/11/03
BL4-INV076,215915,2022/01/19
BL1-INV011,213744,2022/01/19
BL2-INV175,0,2022/02/03
BL2-INV047,205777,2021/11/24
BL5-INV128,143669,2021/12/18
BL1-INV012,54.676667,2022/02/07
BL4-INV080,270828,2022/02/22
BL2-INV181,222990,2022/01/21
BL5-INV117,191519,2021/12/11
BL4-INV085,95880,2022/01/15
BL5-INV111,213821,2022/01/06
BL1-INV027,220964,2022/01/25
BL2-INV036,259120,2022/02/17
BL2-INV179,242108,2022/01/28
BL3-INV167,225057,2021/11/19
BL3-INV059,256671,2022/02/11
BL1-INV026,62290,2022/03/27
BL5-INV104,193629,2021/11/15
BL2-INV186,205260,2022/01/25
BL5-INV102,279333,2022/03/01
BL5-INV120,212111,2021/11/04
BL2-INV044,0,2021/11/17
BL2-INV182,213937,2022/01/06
BL4-INV091,211702,2021/11/26
BL5-INV125,224861,2021/11/19
BL2-INV179,266759,2022/02/23
BL3-INV051,228183,2022/01/23
BL2-INV037,80836,2021/12/18
BL3-INV062,216791,2022/01/06
BL2-INV189,204462,2021/11/03
BL5-INV123,0,2022/03/28
BL4-INV070,306294,2022/03/09
BL4-INV070,261164,2022/03/02
BL1-INV002,197151,2021/12/06
BL4-INV084,163634,2021/12/16
BL3-INV061,268611,2022/02/06
BL1-INV003,236973,2022/01/23
BL2-INV174,209581,2021/11/03
BL1-INV199,220924,2021/10/31
BL1-INV016,194417,2022/02/19
BL3-INV050,193433,2022/01/12
BL3-INV065,284334,2022/03/28
BL5-INV122,273375,2022/03/08
BL5-INV111,233396,2022/01/30
BL5-INV122,281573,2022/03/01
BL2-INV032,195229,2022/02/25
BL3-INV153,195438,2022/01/12
BL3-INV067,0,2021/11/11
BL1-INV023,163909,2021/11/17
BL5-INV098,126792,2021/12/03
BL2-INV042,211351,2021/10/31
BL4-INV070,229939,2022/02/11
BL2-INV036,60536,2021/12/29
BL1-INV005,164711,2022/02/20
BL3-INV068,0,2021/12/21
BL5-INV120,88671,2021/12/24
BL2-INV188,281438,2022/03/05
BL3-INV162,142679,2021/12/17
BL5-INV126,202213,2022/02/19
BL3-INV168,208252,2022/01/09
BL4-INV146,169806,2021/11/16
BL1-INV020,181138,2022/01/01
BL3-INV153,182436,2021/11/23
BL1-INV191,216296,2021/11/25
BL3-INV155,185745,2021/12/22
BL4-INV135,78644,2021/12/19
BL2-INV181,80821,2022/01/14
BL5-INV106,196249,2022/02/19
BL2-INV177,294747,2022/03/06
BL3-INV166,186034,2021/11/15
BL1-INV011,215956,2022/01/17
BL4-INV089,254089,2022/02/16
BL4-INV138,172398,2021/12/29
BL2-INV180,277423,2022/03/01
BL2-INV185,244931,2021/11/09
BL3-INV161,184287,2021/12/22
BL3-INV169,177654,2021/12/25
BL1-INV006,146194,2021/12/18
BL3-INV058,180030,2022/01/14
BL3-INV053,185868,2021/12/26
BL3-INV054,245153,2022/02/02
BL1-INV195,144885,2021/12/18
BL1-INV009,143496,2021/11/22
BL3-INV063,0,2022/03/12
BL5-INV121,193525,2022/01/31
BL5-INV114,256469,2022/02/08
BL1-INV002,144753,2021/11/22
BL4-INV086,198562,2021/11/27
BL1-INV024,124368,2021/12/03
BL4-INV133,182158,2022/01/06
BL1-INV195,143624,2021/11/22
BL4-INV072,88036,2021/12/24
BL3-INV057,271304,2022/03/08
BL5-INV128,195149,2021/11/27
BL1-INV020,184197,2022/01/27
BL3-INV053,280459,2022/03/05
BL2-INV180,61084,2022/01/05
BL1-INV001,194917,2021/11/27
BL3-INV156,209084,2022/01/09
BL4-INV085,188523,2021/11/29
BL1-INV199,0,2022/03/27
BL3-INV064,181365,2022/01/14
BL2-INV173,206901,2022/01/09
BL4-INV135,226623,2022/02/12
BL1-INV022,230257,2022/01/31
BL4-INV075,199938,2021/11/27
BL2-INV175,115781,2021/12/20
BL2-INV174,185988,2021/11/15
BL2-INV187,222385,2022/01/24
BL2-INV181,111333,2022/01/16
BL5-INV117,100382,2021/12/16
BL5-INV104,189564,2022/01/01
BL3-INV056,210841,2022/01/18
BL1-INV008,190555,2021/12/28
BL4-INV140,216412,2022/01/18
BL3-INV065,115528,2021/12/21
BL2-INV187,204053,2021/11/02
BL2-INV170,263798,2022/02/06
BL3-INV051,178685,2022/01/14
BL5-INV123,210780,2022/01/09
BL3-INV066,143112,2021/12/18
BL2-INV029,257101,2022/02/17
BL3-INV154,270819,2022/02/27
BL5-INV110,250271,2022/02/16
BL2-INV174,266612,2022/02/06
BL1-INV202,251019,2021/11/11
BL1-INV194,311287,2022/03/09
BL5-INV129,0,2021/12/21
BL5-INV100,212161,2021/11/25
BL2-INV181,99715,2021/12/16
BL4-INV070,213645,2021/11/01
BL2-INV176,111050,2022/01/16
BL4-INV089,231971,2022/02/07
BL4-INV089,265470,2022/02/14
BL3-INV056,199440,2022/02/18
BL1-INV011,196028,2022/01/12
BL1-INV196,193390,2021/11/27
BL3-INV063,182458,2021/12/02
BL1-INV010,217738,2021/10/31
BL1-INV199,190651,2021/12/01
BL4-INV081,189031,2021/12/24
BL1-INV004,143813,2022/01/18
BL1-INV192,162098,2021/12/16
BL3-INV053,78136,2021/12/19
BL3-INV055,81558,2021/11/06
BL1-INV017,97455,2022/01/15
BL1-INV007,167991,2022/01/04
BL2-INV180,189410,2021/12/27
BL5-INV099,249416,2022/03/03
BL1-INV197,46499,2021/12/19
BL5-INV096,294023,2022/03/06
BL3-INV067,157598,2022/02/26
BL1-INV196,198265,2021/11/01
BL1-INV198,180598,2022/01/01
BL3-INV055,233258,2022/01/28
BL3-INV063,273858,2022/02/23
BL2-INV178,211989,2022/03/10
BL5-INV106,192775,2021/11/23
BL5-INV111,38050,2022/03/28
BL4-INV143,186918,2021/12/15
BL2-INV035,0,2022/01/20
BL1-INV001,221759,2022/01/25
BL4-INV134,70037,2022/03/08
BL1-INV196,185103,2021/12/28
BL5-INV100,167239,2021/12/31
BL3-INV155,208826,2021/11/21
BL3-INV053,255847,2022/02/09
BL4-INV144,184116,2021/11/14
BL2-INV184,178759,2022/01/01
BL2-INV172,258454,2022/03/02
BL5-INV111,269892,2022/02/06
BL3-INV054,187853,2021/12/26
BL5-INV107,0,2022/03/12
BL3-INV152,195801,2022/01/12
BL1-INV200,230678,2021/10/31
BL2-INV170,191589,2021/12/01
BL1-INV197,272550,2022/03/05
BL5-INV113,196643,2021/11/24
BL2-INV175,128336,2021/12/03
BL5-INV097,190291,2021/12/06
BL4-INV091,178461,2021/12/27
BL4-INV079,185561,2021/11/28
BL4-INV080,269134,2022/02/27
BL1-INV019,275066,2022/03/29
BL5-INV120,172646,2021/12/05
BL3-INV054,190443,2021/12/07
BL1-INV001,185877,2021/12/25
BL2-INV187,269888,2022/03/08
BL4-INV140,252940,2022/02/11
BL3-INV052,203137,2021/12/04
BL4-INV134,66011,2022/02/10
BL1-INV028,278907,2022/02/27
BL3-INV052,228453,2022/01/30
BL2-INV184,257755,2022/02/15
BL2-INV043,205120,2021/11/24
BL1-INV025,211799,2021/10/31
BL3-INV163,195520,2022/02/26
BL3-INV154,278954,2022/03/01
BL5-INV099,196101,2022/01/12
BL1-INV191,257920,2022/02/28
BL3-INV060,271086,2022/02/14
BL3-INV168,80919,2021/11/06
BL5-INV119,192913,2021/12/01
BL4-INV136,208075,2021/11/02
BL1-INV027,240356,2021/11/10
BL2-INV029,238465,2021/11/09
BL4-INV145,181362,2021/12/02
BL1-INV024,189881,2021/12/27
BL3-INV065,110851,2022/01/16
BL1-INV006,246037,2021/11/10
BL1-INV200,248679,2022/02/03
BL2-INV174,121395,2022/03/04
BL3-INV059,278318,2022/03/28
BL3-INV161,226236,2022/02/12
BL1-INV198,211998,2022/01/08
BL5-INV123,176857,2021/12/28
BL3-INV160,109019,2021/11/08
BL5-INV126,197660,2022/01/12
BL2-INV046,49143,2022/01/02
BL5-INV130,192538,2021/11/29
BL3-INV155,236673,2022/01/29
BL4-INV149,193936,2021/11/30
BL3-INV049,251146,2022/03/03
BL5-INV122,131313,2021/12/03
BL5-INV122,200222,2021/11/26
BL2-INV030,30821,2021/11/18
BL1-INV004,79507,2021/11/22
BL2-INV032,78111,2021/11/22
BL5-INV113,171565,2022/01/27
BL5-INV121,215413,2021/11/25
BL4-INV092,265286,2022/02/07
BL4-INV139,196619,2022/02/26
BL5-INV124,190336,2021/11/29
BL3-INV058,192065,2021/12/07
BL4-INV139,282948,2022/03/05
BL2-INV029,0,2022/03/29
BL3-INV063,265346,2022/02/09
BL2-INV029,182508,2021/11/14
BL1-INV195,189033,2021/12/23
BL4-INV135,178344,2022/01/05
BL5-INV122,175574,2022/01/27
BL2-INV032,226696,2022/01/23
BL2-INV032,109609,2022/01/16
BL4-INV087,283321,2022/03/05
BL1-INV018,245641,2021/11/09
BL1-INV021,273131,2022/03/08
BL4-INV079,183308,2021/11/14
BL3-INV169,194245,2021/12/01
BL5-INV128,40532,2022/03/28
BL1-INV014,197450,2022/01/12
BL3-INV162,218660,2022/01/26
BL4-INV072,170350,2021/12/05
BL1-INV013,186706,2021/11/28
BL2-INV171,61803,2022/01/05
BL3-INV052,173608,2021/12/09
BL3-INV168,111502,2022/01/16
BL5-INV120,140682,2021/11/21
BL4-INV082,202154,2022/01/09
BL3-INV065,264780,2022/02/16
BL5-INV097,183617,2021/11/15
BL4-INV092,185980,2021/12/14
BL4-INV071,215731,2022/01/20
BL5-INV132,292723,2022/03/05
BL4-INV140,282180,2022/02/25
BL4-INV149,261309,2022/02/16
BL2-INV171,195263,2021/12/10
BL5-INV104,216884,2021/11/24
BL1-INV003,266097,2022/02/09
BL5-INV131,197673,2022/02/25
BL4-INV081,284167,2022/02/24
BL5-INV126,234100,2022/01/24
BL2-INV034,249464,2022/02/02
BL5-INV113,241564,2021/11/10
BL2-INV182,97033,2022/01/15
BL5-INV112,0,2022/03/29
BL2-INV188,115142,2021/12/21
BL1-INV190,95948,2022/01/15
BL2-INV033,268322,2022/02/16
BL2-INV181,104435,2021/11/08
BL4-INV088,251058,2022/03/03
BL1-INV027,211311,2022/01/20
BL3-INV167,258295,2022/02/17
BL3-INV058,195087,2022/01/12
BL1-INV006,182153,2022/02/13
BL4-INV092,243496,2022/02/02
BL3-INV164,189760,2021/11/14
BL4-INV146,247422,2022/02/02
BL3-INV056,0,2022/03/28
BL2-INV042,180237,2021/12/13
BL5-INV116,213546,2021/11/25
BL1-INV192,193222,2021/12/11
BL5-INV097,171234,2022/01/11
BL5-INV123,183393,2022/01/02
BL5-INV119,190337,2021/11/29
BL4-INV143,120231,2022/02/05
BL3-INV066,177392,2021/12/25
BL4-INV075,190676,2021/12/28
BL3-INV162,231984,2021/11/11
BL4-INV085,211887,2022/01/06
BL1-INV017,238345,2022/01/29
BL1-INV021,124920,2021/12/03
BL1-INV021,0,2021/11/26
BL1-INV014,240194,2022/03/10
BL3-INV049,272281,2022/03/08
BL5-INV117,111462,2021/11/08
BL4-INV149,181315,2021/12/02
BL5-INV102,122353,2022/02/05
BL3-INV153,308721,2022/03/10
BL5-INV101,196032,2022/01/28
BL5-INV107,226107,2022/02/11
BL3-INV054,221616,2022/01/24
BL5-INV104,272248,2022/02/08
BL5-INV120,285264,2022/02/24
BL3-INV054,234021,2022/02/07
BL3-INV068,5919,2022/02/21
BL4-INV140,144641,2021/12/18
BL3-INV153,282789,2022/02/24
BL2-INV047,105712,2021/11/07
BL4-INV141,224117,2022/01/21
BL4-INV091,228518,2022/01/22
BL2-INV185,209313,2021/11/02
BL4-INV136,208016,2021/11/21
BL3-INV157,270599,2022/03/08
BL1-INV014,231215,2022/01/29
BL5-INV132,256944,2022/01/28
BL3-INV062,245801,2021/11/10
BL4-INV141,258938,2022/02/16
BL4-INV089,256097,2022/02/09
BL4-INV085,113720,2021/12/20
BL5-INV132,289261,2022/02/23
BL3-INV167,258495,2022/02/10
BL1-INV018,262411,2022/02/10
BL2-INV039,139435,2021/11/22
BL4-INV092,221594,2022/01/26
BL4-INV086,203410,2022/01/11
BL2-INV177,209675,2021/11/24
BL3-INV163,266323,2022/02/07
BL5-INV104,202522,2021/12/11
BL4-INV090,104568,2021/11/08
BL3-INV050,189183,2021/11/23
BL2-INV040,186861,2021/11/27
BL2-INV176,39303,2022/03/28
BL4-INV141,190490,2021/12/28
BL4-INV077,259678,2022/03/03
BL4-INV133,228453,2022/01/20
BL5-INV110,191136,2021/11/27
BL1-INV001,260599,2021/11/10
BL4-INV088,49499,2021/12/19
BL2-INV172,309335,2022/03/09
BL3-INV064,273911,2022/02/28
BL5-INV093,121876,2022/03/04
BL5-INV130,144990,2021/12/18
BL1-INV190,191217,2022/02/01
BL2-INV186,192164,2021/12/06
BL4-INV072,189728,2021/12/12
BL3-INV163,0,2022/01/05
BL1-INV198,192525,2021/12/01
BL5-INV105,235102,2021/11/19
BL4-INV072,211826,2022/01/07
BL3-INV153,189521,2021/12/12
BL2-INV036,173113,2021/12/22
BL5-INV100,212542,2022/01/19
BL3-INV065,265067,2022/03/02
BL5-INV111,122745,2022/03/04
BL4-INV148,195345,2022/01/26
BL3-INV050,142823,2021/12/17
BL2-INV036,122143,2021/12/03
BL1-INV201,120827,2022/02/05
BL3-INV157,277678,2022/03/01
BL1-INV196,217592,2021/11/20
BL2-INV187,226877,2022/01/22
BL2-INV188,233061,2021/11/11
BL5-INV110,165905,2021/12/28
BL2-INV173,248787,2022/02/18
BL4-INV149,226293,2022/01/21
BL5-INV118,271917,2022/03/08
BL2-INV175,281000,2022/03/01
BL1-INV202,124389,2022/02/05
BL5-INV121,192564,2021/12/26
BL1-INV014,120832,2022/02/05
BL1-INV028,277701,2022/02/15
BL1-INV015,172341,2021/11/16
BL2-INV048,186678,2021/11/23
BL3-INV050,200789,2021/11/04
BL5-INV098,110701,2022/01/03
BL2-INV031,184385,2021/12/22
BL3-INV064,181896,2022/01/02
BL2-INV044,203724,2021/11/24
BL2-INV183,171498,2021/11/15
BL5-INV095,267995,2022/02/15
BL1-INV025,0,2022/03/27
BL5-INV095,225283,2022/01/25
BL5-INV109,127614,2021/12/30
BL4-INV076,283913,2022/03/05
BL1-INV009,85133,2022/01/11
BL2-INV182,214100,2022/01/20
BL3-INV154,159675,2022/01/01
BL4-INV071,114673,2021/12/20
BL4-INV086,176320,2021/12/28
BL4-INV091,61092,2022/01/05
BL3-INV154,191667,2021/12/06
BL3-INV055,184980,2021/12/12
BL1-INV026,125810,2022/02/12
BL5-INV129,258004,2022/02/28
BL5-INV109,185840,2021/11/29
BL4-INV092,212739,2021/11/25
BL5-INV093,201059,2022/02/18
BL5-INV126,284316,2022/02/24
BL4-INV090,178571,2022/02/13
BL4-INV074,245023,2021/11/09
BL4-INV143,242402,2021/11/09
BL2-INV186,183849,2021/12/13
BL1-INV196,224817,2022/01/30
BL2-INV186,114419,2021/12/20
BL2-INV046,268197,2022/02/14
BL3-INV055,171100,2021/11/23
BL4-INV139,209660,2021/11/02
BL4-INV088,170166,2021/12/05
BL5-INV110,83397,2021/11/06
BL3-INV153,188048,2021/11/28
BL2-INV184,200571,2022/01/10
BL1-INV026,218128,2022/01/17
BL5-INV112,222921,2022/02/12
BL1-INV198,187886,2021/12/15
BL1-INV023,194431,2021/12/01
BL5-INV100,242991,2022/02/02
BL4-INV145,110770,2021/11/08
BL3-INV049,128096,2021/12/03
BL1-INV008,187754,2021/11/27
BL2-INV030,220383,2022/01/24
BL1-INV004,236857,2022/01/30
BL2-INV046,211138,2022/01/19
BL2-INV046,214776,2022/01/26
BL5-INV119,171176,2022/02/13
BL5-INV096,192003,2021/12/06
BL2-INV042,166510,2021/11/05
BL1-INV195,266017,2022/02/06
BL2-INV044,138410,2022/01/18
BL4-INV071,261160,2022/02/08
BL5-INV109,213007,2022/01/18
BL3-INV061,307377,2022/03/09
BL3-INV057,222283,2021/11/19
BL5-INV103,206900,2021/11/03
BL5-INV114,182921,2021/12/13
BL2-INV030,156873,2022/02/26
BL3-INV157,212879,2022/01/20
BL4-INV083,269307,2022/02/14
BL5-INV095,272280,2022/02/27
BL1-INV018,275427,2022/03/29
BL5-INV113,77315,2021/12/18
BL2-INV040,271280,2022/02/23
BL2-INV184,0,2022/02/03
BL2-INV041,60158,2022/01/05
BL1-INV194,163437,2021/12/16
BL5-INV118,222171,2022/01/27
BL5-INV102,170534,2021/12/29
BL5-INV115,228021,2022/01/24
BL2-INV043,187437,2022/02/01
BL1-INV020,182156,2021/12/01
BL1-INV015,221082,2021/11/04
BL5-INV094,111019,2022/01/16
BL1-INV015,233942,2021/11/11
BL2-INV042,188742,2021/12/06
BL3-INV051,222467,2022/01/21
BL1-INV190,208369,2021/11/24
BL3-INV053,0,2022/03/29
BL5-INV107,171330,2021/12/28
BL5-INV098,95045,2022/01/15
BL3-INV160,144691,2021/12/18
BL1-INV026,212888,2021/11/21
BL2-INV188,241160,2022/01/28
BL3-INV161,307071,2022/03/10
BL1-INV194,257794,2022/03/02
BL4-INV083,227576,2022/01/21
BL2-INV182,255307,2022/02/08
BL4-INV147,127798,2021/12/03
BL5-INV102,193862,2022/02/19
BL5-INV113,143067,2022/01/18
BL4-INV139,230312,2022/01/24
BL5-INV093,128914,2021/12/30
BL2-INV047,0,2021/11/17
BL4-INV133,118330,2021/12/20
BL4-INV145,114996,2021/12/21
BL1-INV013,97402,2022/01/03
BL1-INV198,177785,2021/11/05
BL1-INV021,189035,2021/12/27
BL4-INV076,261599,2022/02/16
BL2-INV038,163260,2021/12/15
BL5-INV107,79720,2022/01/14
BL5-INV104,284928,2022/02/06
BL4-INV148,143828,2021/12/31
BL4-INV143,222919,2021/11/19
BL2-INV037,80471,2021/11/22
BL5-INV107,259463,2022/02/09
BL1-INV202,235848,2022/02/12
BL2-INV188,236035,2022/02/07
BL2-INV182,246708,2022/03/04
BL3-INV067,171617,2021/12/05
BL1-INV191,296371,2022/03/07
BL3-INV165,200940,2022/01/10
BL2-INV045,247269,2022/03/03
BL2-INV037,310802,2022/03/09
BL2-INV184,182776,2022/01/27
BL4-INV138,194987,2021/12/10
BL5-INV121,80528,2022/01/14
BL3-INV152,264325,2022/02/07
BL4-INV137,221719,2022/01/27
BL2-INV177,213308,2022/01/20
BL2-INV175,108488,2021/11/07
BL1-INV194,78729,2021/11/06
BL2-INV035,169892,2021/11/05
BL4-INV146,143799,2021/12/17
BL5-INV118,183879,2021/11/14
BL3-INV049,143820,2021/12/17
BL2-INV033,200449,2021/11/27
BL4-INV139,187258,2021/12/12
BL5-INV115,179618,2021/11/04
BL2-INV029,158814,2021/12/31
BL4-INV144,143982,2021/12/17
BL5-INV095,222887,2021/11/19
BL1-INV013,95775,2021/11/07
BL4-INV149,272595,2022/02/28
BL5-INV101,0,2022/03/12
BL3-INV160,284953,2022/02/25
BL4-INV069,200507,2021/12/05
BL2-INV030,244667,2022/02/02
BL3-INV064,293533,2022/03/07
BL1-INV196,109773,2022/01/16
BL4-INV140,110506,2022/01/16
BL5-INV127,84153,2022/03/07
BL1-INV003,234368,2022/02/11
BL4-INV136,254261,2022/02/17
BL4-INV136,254444,2022/02/10
BL5-INV100,221362,2022/01/26
BL1-INV025,216497,2021/11/26
BL1-INV003,208740,2022/02/18
BL4-INV079,175478,2021/12/05
BL4-INV073,191892,2021/11/23
BL4-INV149,249153,2022/02/02
BL3-INV054,189907,2021/11/30
BL3-INV065,311109,2022/03/09
BL2-INV045,199318,2022/01/10
BL3-INV053,221108,2022/01/21
BL2-INV037,86554,2022/01/11
BL3-INV167,280610,2022/03/01
BL1-INV014,221627,2021/11/02
BL5-INV127,7634,2022/02/21
BL3-INV056,106460,2021/11/08
BL3-INV061,269995,2022/02/23
BL2-INV186,0,2022/01/20
BL1-INV013,201059,2022/01/10
BL4-INV143,172274,2022/01/05
BL1-INV028,0,2022/03/27
BL3-INV156,231236,2022/01/23
BL1-INV015,192200,2021/12/26
BL1-INV013,230557,2022/01/24
BL3-INV056,137789,2021/11/22
BL5-INV096,138574,2021/11/22
BL4-INV092,189608,2021/12/26
BL3-INV168,252165,2022/02/11
BL1-INV010,144985,2021/12/17
BL2-INV036,254228,2022/02/10
BL4-INV142,220949,2021/10/31
BL3-INV050,120283,2022/02/05
BL4-INV085,183568,2021/12/13
BL3-INV067,167549,2021/11/28
BL1-INV195,204620,2021/11/03
BL5-INV105,127200,2022/02/12
BL1-INV022,216784,2022/01/17
BL3-INV160,237425,2022/03/11
BL4-INV139,143212,2021/12/17
BL1-INV007,189158,2021/12/14
BL2-INV030,141125,2021/12/17
BL5-INV100,181437,2022/01/02
BL5-INV105,256665,2021/11/09
BL1-INV014,220642,2021/11/04
BL2-INV183,177077,2021/12/25
BL4-INV081,171957,2021/12/29
BL1-INV011,205458,2021/12/05
BL2-INV045,221554,2021/11/19
BL1-INV014,238199,2022/02/07
BL1-INV012,30771,2022/03/12
BL2-INV046,156465,2022/02/26
BL2-INV044,194639,2022/02/25
BL1-INV015,30373,2021/11/18
BL2-INV180,207896,2021/11/21
BL5-INV128,173509,2022/01/04
BL2-INV189,151271,2022/02/13
BL2-INV189,141743,2022/02/20
BL5-INV125,184324,2022/01/01
BL4-INV087,48917,2021/12/19
BL2-INV178,209426,2021/11/02
BL5-INV097,216193,2022/01/18
BL5-INV109,279937,2022/02/25
BL4-INV144,154922,2022/02/26
BL4-INV090,0,2021/11/17
BL5-INV118,182858,2021/12/13
BL4-INV074,213771,2022/01/19
BL5-INV115,143518,2021/12/17
BL1-INV002,206438,2022/02/25
BL5-INV113,99382,2022/02/01
BL5-INV098,245627,2022/02/22
BL2-INV029,0,2022/03/27
BL1-INV028,111657,2022/01/03
BL3-INV159,176781,2022/02/13
BL2-INV185,209397,2021/11/04
BL2-INV042,176929,2022/01/13
BL4-INV076,217909,2022/01/26
BL5-INV122,205195,2022/01/10
BL4-INV149,81634,2021/11/06
BL3-INV165,187596,2021/12/15
BL4-INV084,184935,2021/11/15
BL3-INV159,230014,2022/03/11
BL4-INV087,211206,2021/11/25
BL4-INV091,216610,2021/10/31
BL5-INV123,261612,2022/03/02
BL4-INV073,203387,2022/02/19
BL1-INV200,193916,2021/12/01
BL3-INV065,187721,2021/11/15
BL3-INV169,144603,2021/12/18
